;EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
6580;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5581.0;116.0;74878.0;27.0;0.0;7748020.0;5670300.0;1296620.0;733826.0;278628.0;61976.0;61.0;271218000.0;27432.0;0.0;7626.0;1276250.0;103.767;36778.0
6581;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6402.0;1218.0;1.0;0.0;0.0;0.0;0.0;0.0;1.95;0.0
6582;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1506.0;15.0;928.0;0.0;0.0;2265480.0;1834310.0;241160.0;150909.0;53557.0;12180.0;10.0;1130300.0;0.0;0.0;1860.0;198000.0;19.6833;10025.0
6583;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;23214.0;306.0;15751.0;8.0;0.0;30849500.0;28274700.0;3299200.0;2342660.0;781531.0;166866.0;137.0;19184700.0;9744.0;0.0;25328.0;2708750.0;278.55;166616.0
6584;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;102.0;1.0;400.0;0.0;0.0;231012.0;126684.0;24591.0;10857.0;4700.0;1242.0;1.0;496800.0;0.0;0.0;186.0;19800.0;1.98333;692.0
6585;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3473.0;51.0;5185.0;0.0;0.0;4851250.0;4313470.0;516411.0;364508.0;123748.0;26082.0;21.0;6439770.0;0.0;0.0;3906.0;415800.0;42.2833;27834.0
6586;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;846.0;11.0;0.0;0.0;0.0;1620430.0;1228390.0;172494.0;100944.0;40504.0;8712.0;6.0;0.0;0.0;0.0;1116.0;118800.0;14.2;6072.0
6587;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17238.0;300.0;21367.0;89.0;0.0;28274800.0;25272100.0;3013050.0;2134160.0;728323.0;152460.0;105.0;31679700.0;129228.0;0.0;19473.0;2075150.0;257.4;141343.0
6588;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2346.0;39.0;2343.0;79.0;0.0;2878400.0;1733690.0;307272.0;142466.0;67744.0;15519.0;21.0;1731480.0;58381.0;0.0;3895.0;415800.0;28.95;14502.0
6589;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKG;CAMPINA GRANDE;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;892.0;12.0;7009.0;2.0;0.0;1503650.0;846483.0;173744.0;76371.0;46295.0;10896.0;16.0;8454620.0;70143.0;0.0;2208.0;255152.0;19.75;6517.0
6590;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3329.0;28.0;3877.0;0.0;0.0;5352320.0;4853680.0;571742.0;398392.0;131739.0;29160.0;20.0;5652670.0;0.0;0.0;3671.0;392147.0;48.2;19700.0
6591;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2647.0;67.0;1769.0;30.0;0.0;1740960.0;1238800.0;185320.0;101117.0;49418.0;9360.0;20.0;827892.0;14040.0;0.0;3720.0;396000.0;21.7167;15784.0
6592;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;92.0;6.0;0.0;0.0;0.0;74586.0;57343.0;7939.0;4668.0;2487.0;401.0;1.0;0.0;0.0;0.0;186.0;19800.0;1.08333;916.0
6593;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4003.0;93.0;14160.0;8.0;0.0;3255380.0;2597950.0;346950.0;217854.0;89625.0;17523.0;27.0;9189840.0;5192.0;0.0;5016.0;534600.0;34.7667;21309.0
6594;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;138.0;0.0;167.0;0.0;0.0;179928.0;168912.0;24235.0;14389.0;5645.0;1224.0;1.0;204408.0;0.0;0.0;147.0;19800.0;2.0;1239.0
6595;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2844.0;52.0;5637.0;39.0;0.0;3191760.0;2440150.0;339760.0;204916.0;82738.0;17160.0;20.0;4836550.0;33462.0;0.0;3720.0;396000.0;30.7167;19905.0
6596;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2457.0;58.0;32208.0;87.0;0.0;5152010.0;3240780.0;548436.0;311439.0;119428.0;27699.0;21.0;42482400.0;114753.0;0.0;3906.0;415800.0;44.35;19643.0
6597;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5343.0;1480.0;1.0;0.0;0.0;0.0;0.0;0.0;2.45;0.0
6598;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;36714.0;537.0;50963.0;1645.0;0.0;62359800.0;55127000.0;6685260.0;4564600.0;1671640.0;344840.0;233.0;78001900.0;2443480.0;0.0;42135.0;4517080.0;582.15;237961.0
6599;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;204.0;2.0;479.0;0.0;0.0;273456.0;172176.0;30170.0;15385.0;8355.0;1688.0;2.0;404276.0;0.0;0.0;324.0;35747.0;3.31667;2451.0
6600;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3177.0;31.0;3843.0;0.0;0.0;3139680.0;2638340.0;334220.0;218963.0;78772.0;16880.0;20.0;3243490.0;0.0;0.0;3720.0;396000.0;30.7;21153.0
6601;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4065.0;119.0;1874.0;34.0;0.0;6029500.0;5382060.0;645171.0;447937.0;143461.0;33100.0;25.0;2481180.0;45016.0;0.0;4554.0;487294.0;53.05;31581.0
6602;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4885.0;94.0;20186.0;157.0;0.0;10832600.0;10160800.0;1153150.0;867873.0;253561.0;58240.0;28.0;18568200.0;326560.0;0.0;5208.0;554400.0;86.85;41952.0
6603;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;147163.0;59107.0;36808.0;6340.0;20.0;59116700.0;0.0;0.0;0.0;464258.0;16.4167;0.0
6604;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3430.0;155.0;12581.0;61.0;0.0;2334960.0;1893360.0;249240.0;159213.0;78658.0;12696.0;23.0;6944710.0;33672.0;0.0;4230.0;451547.0;30.8;18620.0
6605;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBUR;UBERABA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1138.0;15.0;0.0;0.0;0.0;738000.0;512100.0;94782.0;40956.0;33779.0;5400.0;12.0;0.0;0.0;0.0;1640.0;210629.0;14.4333;5672.0
6606;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;176.0;5.0;95.0;0.0;0.0;207018.0;195888.0;22037.0;16574.0;5594.0;1113.0;1.0;105735.0;0.0;0.0;186.0;19800.0;1.81667;1597.0
6607;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4150.0;97.0;1790.0;871.0;0.0;4968430.0;4618950.0;528888.0;385487.0;126787.0;26712.0;24.0;1992270.0;969423.0;0.0;4464.0;475200.0;49.1833;33321.0
6608;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;126.0;5.0;1326.0;0.0;0.0;175398.0;118818.0;18671.0;10891.0;3847.0;943.0;1.0;1250420.0;0.0;0.0;186.0;19800.0;1.63333;774.0
6609;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1138.0;13.0;4408.0;4.0;0.0;617386.0;475684.0;66208.0;39472.0;20144.0;3344.0;8.0;1842540.0;1672.0;0.0;1477.0;158400.0;8.56667;4683.0
6610;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14890.0;148.0;53332.0;9.0;0.0;7888910.0;6224020.0;840930.0;516067.0;262702.0;42636.0;102.0;22292800.0;3762.0;0.0;18873.0;2011890.0;108.15;64659.0
6611;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;534.0;4.0;7132.0;0.0;0.0;543120.0;389820.0;57816.0;37577.0;13218.0;2920.0;4.0;5206360.0;0.0;0.0;744.0;79200.0;5.88333;4296.0
6612;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7689.0;124.0;283262.0;6.0;0.0;7058370.0;5612970.0;1041730.0;676447.0;260431.0;50370.0;69.0;206781000.0;4380.0;0.0;9669.0;1427040.0;102.417;66750.0
6613;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;65.0;1.0;0.0;0.0;0.0;82584.0;56832.0;8791.0;4392.0;2731.0;444.0;1.0;0.0;0.0;0.0;186.0;19800.0;1.1;293.0
6614;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9841.0;221.0;63953.0;413.0;0.0;9285190.0;7439800.0;1016930.0;642543.0;288983.0;55188.0;73.0;48348500.0;312228.0;0.0;12282.0;1345220.0;112.033;47947.0
6615;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;65.0;0.0;0.0;0.0;0.0;156984.0;54860.0;16711.0;4387.0;4063.0;844.0;1.0;0.0;0.0;0.0;186.0;19800.0;1.73333;324.0
6616;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3057.0;46.0;9416.0;0.0;0.0;3139680.0;2526940.0;334220.0;213874.0;74590.0;16880.0;20.0;7947100.0;0.0;0.0;3720.0;396000.0;29.95;19451.0
6617;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBZM;GOIANÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2191.0;25.0;0.0;0.0;0.0;1093970.0;937748.0;116987.0;74601.0;41136.0;5992.0;14.0;0.0;0.0;0.0;2556.0;273347.0;16.95;9989.0
6680;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4023.0;1212.0;1.0;0.0;0.0;0.0;0.0;0.0;2.01667;0.0
6681;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5254.0;41.0;6215.0;35.0;0.0;8672980.0;7964920.0;925092.0;660788.0;211920.0;47008.0;32.0;9129840.0;51415.0;0.0;5904.0;629747.0;76.7;35454.0
6682;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9278.0;197.0;11411.0;386.0;0.0;17900800.0;15532600.0;1911120.0;1297780.0;438444.0;97185.0;57.0;19455800.0;658130.0;0.0;10499.0;1120890.0;152.783;68027.0
6683;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;611.0;3.0;207.0;4.0;0.0;1362920.0;1059470.0;151622.0;88401.0;36672.0;8670.0;5.0;358938.0;6936.0;0.0;786.0;87441.0;13.2667;4950.0
6684;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2879.0;91.0;85.0;3.0;0.0;1129390.0;728387.0;120216.0;58778.0;39916.0;6072.0;24.0;21505.0;759.0;0.0;4464.0;475200.0;20.3;16373.0
6685;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;96.0;4.0;0.0;0.0;0.0;73842.0;38112.0;7860.0;3052.0;4444.0;397.0;1.0;0.0;0.0;0.0;186.0;19800.0;1.83333;488.0
6686;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1819.0;50.0;625.0;2.0;0.0;1230940.0;865844.0;140034.0;69283.0;43664.0;8092.0;17.0;297500.0;952.0;0.0;2586.0;294217.0;18.9167;8520.0
6687;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4842.0;0.0;1.0;0.0;0.0;0.0;186.0;19800.0;2.1;0.0
6688;GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000003;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5805.0;235.0;5461.0;173.0;0.0;16769600.0;13655300.0;1787350.0;1154270.0;373660.0;90272.0;56.0;51005300.0;357864.0;0.0;10403.0;1108800.0;139.367;49101.0
